gndr,prsnt_age,cprtn_prd_d,accnt_status,pnsn_age,prvs_npf,rgn,assgn_npo,assgn_ops
0.0,0.32258064516129026,2.6710816616432433,0.0,0.40000000000000036,1.0,0.28431372549019607,0.0,0.0
0.0,0.27419354838709675,3.660736567205735,0.0,0.5,1.0,0.4803921568627451,0.0,0.0
1.0,0.4354838709677419,-0.38049772542162125,1.0,0.6000000000000005,1.0,0.0392156862745098,0.0,0.0
0.0,0.4516129032258064,-0.063808155641624,1.0,0.0,1.0,0.3137254901960784,0.0,0.0
1.0,0.4999999999999999,-0.4028725319821645,1.0,0.5,1.0,0.6568627450980392,0.0,0.0
0.0,0.4516129032258064,-0.39598797611738196,1.0,0.0,1.0,0.11764705882352941,0.0,0.0
0.0,0.29032258064516125,2.751975193054438,0.0,0.5,1.0,0.3333333333333333,0.0,0.0
0.0,0.3709677419354839,-0.20666268983586186,1.0,0.0,1.0,0.19607843137254902,0.0,0.0
0.0,0.4354838709677419,-0.09134637910075419,1.0,0.0,1.0,0.4803921568627451,0.0,0.0
0.0,0.3870967741935484,-0.3701708916244474,1.0,0.0,1.0,0.3627450980392157,0.0,0.0
0.0,0.29032258064516125,1.965414685503032,0.0,0.5,1.0,0.5294117647058824,0.0,0.0
0.0,0.4032258064516129,-0.1240480194584713,1.0,0.0,1.0,0.16666666666666666,0.0,0.0
0.0,0.4354838709677419,-0.40631480991455576,1.0,0.0,1.0,0.11764705882352941,0.0,0.0
0.0,0.4354838709677419,-0.40631480991455576,1.0,0.0,1.0,0.6764705882352942,0.0,0.0
0.0,0.4516129032258064,-0.22731635743020953,1.0,0.0,1.0,0.9313725490196079,0.0,0.0
1.0,0.29032258064516125,5.750199272167238,0.0,1.0,1.0,0.9019607843137255,0.0,0.0
0.0,0.4032258064516129,-0.334026973334339,1.0,0.0,1.0,0.38235294117647056,0.0,0.0
0.0,0.3870967741935484,-0.12576915842466693,1.0,0.0,1.0,0.7647058823529411,0.0,0.0
1.0,0.25806451612903225,0.003316264040005854,0.0,1.0,0.0,0.6568627450980392,0.0,0.0
0.0,0.4354838709677419,-0.03799107114868944,1.0,0.0,1.0,0.7941176470588235,0.0,0.0
0.0,0.4354838709677419,-0.2445277470921659,1.0,0.0,1.0,0.21568627450980393,0.0,0.0
0.0,0.4354838709677419,-0.2858350822808612,1.0,0.0,1.0,0.6568627450980392,0.0,0.0
0.0,0.22580645161290314,1.9137805165171629,0.0,0.5,1.0,0.6078431372549019,0.0,0.0
0.0,0.4032258064516129,0.7003775453492389,1.0,0.0,1.0,0.3333333333333333,0.0,0.0
0.0,0.4677419354838709,-0.3822188643878169,1.0,0.0,1.0,0.7254901960784313,0.0,0.0
0.0,0.4193548387096774,-0.3873822812864038,1.0,0.0,0.0,0.6666666666666666,0.0,0.0
0.0,0.3870967741935484,-0.3891034202525994,1.0,0.0,1.0,0.06862745098039216,0.0,0.0
0.0,0.4193548387096774,-0.11716346359368875,1.0,0.0,1.0,0.39215686274509803,0.0,0.0
1.0,0.25806451612903225,6.047956313319084,0.0,1.0,1.0,0.7254901960784313,0.0,0.0
0.0,0.19354838709677413,0.27181394276652526,0.0,0.5,1.0,0.9019607843137255,0.0,0.0
0.0,0.27419354838709675,5.209761636781808,0.0,0.5,1.0,0.9019607843137255,0.0,0.0
0.0,0.3709677419354839,-0.11888460255988438,1.0,0.0,1.0,0.3431372549019608,0.0,0.0
0.0,0.35483870967741926,9.383523629806229,0.0,0.10000000000000053,1.0,0.7254901960784313,0.0,0.0
0.0,0.30645161290322576,4.987734710142571,0.0,0.5,1.0,0.39215686274509803,0.0,0.0
0.0,0.29032258064516125,4.085857891856057,0.0,0.5,1.0,0.3627450980392157,0.0,0.0
0.0,0.4838709677419354,-0.16879763257955785,1.0,0.0,1.0,0.6568627450980392,0.0,0.0
0.0,0.32258064516129026,1.9860683530973797,0.0,0.40000000000000036,1.0,0.7254901960784313,0.0,0.0
1.0,0.4354838709677419,-0.3099310278076001,1.0,0.6000000000000005,0.0,0.13725490196078433,0.0,0.0
1.0,0.4677419354838709,0.12551713063989609,1.0,0.5,1.0,0.6764705882352942,0.0,0.0
0.0,0.30645161290322576,4.345749875751598,0.0,0.5,1.0,0.13725490196078433,0.0,0.0
1.0,0.27419354838709675,7.488549628024831,0.0,1.0,1.0,0.7254901960784313,0.0,0.0
0.0,0.4516129032258064,-0.4166416437117296,1.0,0.0,1.0,0.8529411764705882,0.0,0.0
1.0,0.5322580645161289,-0.3994302540497732,1.0,0.5,1.0,0.14705882352941177,0.0,0.0
0.0,0.4677419354838709,-0.04831790494586326,1.0,0.0,1.0,0.7843137254901961,0.0,0.0
0.0,0.29032258064516125,3.4524787522960625,0.0,0.5,1.0,0.38235294117647056,0.0,0.0
1.0,0.22580645161290314,6.886150989856358,0.0,1.0,0.0,0.3627450980392157,0.0,0.0
1.0,0.4516129032258064,-0.40459367094836013,1.0,0.5,0.0,0.13725490196078433,0.0,0.0
1.0,0.4999999999999999,-0.40115139301596886,1.0,0.5,1.0,0.06862745098039216,0.0,0.0
0.0,0.4032258064516129,0.8570011912730419,1.0,0.0,1.0,0.06862745098039216,0.0,0.0
1.0,0.4354838709677419,-0.013895125621950517,1.0,0.6000000000000005,1.0,0.5686274509803921,0.0,0.0
1.0,0.5322580645161289,-0.3391903902329259,1.0,0.5,1.0,0.5882352941176471,0.0,0.0
1.0,0.25806451612903225,0.2735350817327209,0.0,1.0,1.0,0.7254901960784313,0.0,0.0
0.0,0.32258064516129026,4.378451516109315,0.0,0.40000000000000036,1.0,0.23529411764705882,0.0,0.0
0.0,0.27419354838709675,0.5317059266620664,0.0,0.5,1.0,0.11764705882352941,0.0,0.0
1.0,0.4999999999999999,-0.2634602757203179,1.0,0.5,1.0,0.0196078431372549,0.0,0.0
0.0,0.4032258064516129,-0.3942668371511863,1.0,0.0,1.0,0.7843137254901961,0.0,0.0
0.0,0.3709677419354839,0.4594180900818497,1.0,0.0,1.0,0.6568627450980392,0.0,0.0
0.0,0.4032258064516129,0.7967613274561945,1.0,0.0,1.0,0.8725490196078431,0.0,0.0
0.0,0.29032258064516125,1.8931268489228152,0.0,0.5,0.0,0.06862745098039216,0.0,0.0
0.0,0.30645161290322576,6.729527343932555,0.0,0.5,1.0,0.06862745098039216,0.0,0.0
0.0,0.4516129032258064,-0.20666268983586186,1.0,0.0,1.0,0.3431372549019608,0.0,0.0
0.0,0.4354838709677419,-0.1378171311880364,1.0,0.0,1.0,0.06862745098039216,0.0,0.0
1.0,0.4677419354838709,-0.03110651528390689,1.0,0.5,1.0,0.8529411764705882,0.0,0.0
0.0,0.30645161290322576,0.17543016065956957,0.0,0.5,1.0,0.5294117647058824,0.0,0.0
0.0,0.4032258064516129,-0.41147822681314267,1.0,0.0,1.0,0.4215686274509804,0.0,0.0
1.0,0.4516129032258064,-0.3839400033540125,1.0,0.5,1.0,0.4803921568627451,0.0,0.0
0.0,0.3870967741935484,-0.3667286136920561,1.0,0.0,1.0,0.12745098039215685,0.0,0.0
0.0,0.4838709677419354,-0.3977091150835776,1.0,0.0,1.0,0.3431372549019608,0.0,0.0
0.0,0.29032258064516125,6.430049163814515,0.0,0.5,1.0,0.06862745098039216,0.0,0.0
1.0,0.5161290322580644,-0.23247977432879643,1.0,0.5,1.0,0.029411764705882353,0.0,0.0
1.0,0.27419354838709675,0.9499426954476061,0.0,1.0,1.0,0.3333333333333333,0.0,0.0
0.0,0.4193548387096774,0.05495043302587497,1.0,0.0,1.0,0.38235294117647056,0.0,0.0
0.0,0.30645161290322576,4.851764731813115,0.0,0.5,1.0,0.4019607843137255,0.0,0.0
0.0,0.29032258064516125,2.913762255876828,0.0,0.5,1.0,0.4803921568627451,0.0,0.0
0.0,0.3709677419354839,-0.1567496598161884,1.0,0.0,1.0,0.6274509803921569,0.0,0.0
0.0,0.32258064516129026,2.232191225263356,0.0,0.40000000000000036,1.0,0.3627450980392157,0.0,0.0
1.0,0.4677419354838709,0.5919457904789137,1.0,0.5,1.0,0.47058823529411764,0.0,0.0
0.0,0.4193548387096774,0.08248865648500515,1.0,0.0,1.0,0.8529411764705882,0.0,0.0
1.0,0.24193548387096764,-0.12060574152608002,0.0,1.0,1.0,0.3431372549019608,0.0,0.0
1.0,0.30645161290322576,7.987679928221566,0.0,1.0,1.0,0.12745098039215685,0.0,0.0
1.0,0.32258064516129026,5.536778040358979,0.0,1.0,0.0,0.0196078431372549,0.0,0.0
0.0,0.24193548387096764,6.152945790257017,0.0,0.5,1.0,0.43137254901960786,0.0,0.0
0.0,0.29032258064516125,3.686553651698669,0.0,0.5,1.0,0.3333333333333333,0.0,0.0
0.0,0.30645161290322576,1.2149980962417344,0.0,0.5,1.0,0.10784313725490197,0.0,0.0
0.0,0.27419354838709675,1.2890070717881468,0.0,0.5,1.0,0.4215686274509804,0.0,0.0
0.0,0.32258064516129026,7.934324620269502,0.0,0.40000000000000036,1.0,0.3529411764705882,0.0,0.0
0.0,0.35483870967741926,-0.12232688049227565,1.0,0.10000000000000053,1.0,0.43137254901960786,0.0,0.0
0.0,0.4032258064516129,0.34582291831293765,1.0,0.0,1.0,0.3529411764705882,0.0,0.0
0.0,0.35483870967741926,0.35098633521152456,1.0,0.10000000000000053,1.0,0.3431372549019608,0.0,0.0
0.0,0.32258064516129026,1.387111992861298,0.0,0.40000000000000036,1.0,0.6862745098039216,0.0,0.0
0.0,0.25806451612903225,5.127146966404418,0.0,0.5,1.0,0.23529411764705882,0.0,0.0
0.0,0.29032258064516125,9.147727591437425,0.0,0.5,0.0,0.6274509803921569,0.0,0.0
0.0,0.29032258064516125,1.9430398789424888,0.0,0.5,1.0,0.38235294117647056,0.0,0.0
1.0,0.4516129032258064,-0.3873822812864038,1.0,0.5,1.0,0.6568627450980392,0.0,0.0
1.0,0.4677419354838709,0.022248792668157862,1.0,0.5,1.0,0.5490196078431373,0.0,0.0
0.0,0.3870967741935484,-0.37361316955683865,1.0,0.0,1.0,0.7156862745098039,0.0,0.0
0.0,0.29032258064516125,3.5953332864903005,0.0,0.5,1.0,0.23529411764705882,0.0,0.0
1.0,0.5322580645161289,-0.2686236926189048,1.0,0.5,0.0,0.4411764705882353,0.0,0.0
0.0,0.35483870967741926,-0.21354724570064443,1.0,0.10000000000000053,0.0,0.696078431372549,0.0,0.0
1.0,0.30645161290322576,8.03759295824124,0.0,1.0,0.0,0.13725490196078433,0.0,0.0
1.0,0.5161290322580644,-0.08962524013455855,1.0,0.5,1.0,0.6862745098039216,0.0,0.0
0.0,0.32258064516129026,1.7623202874919468,0.0,0.40000000000000036,1.0,0.3627450980392157,0.0,0.0
0.0,0.30645161290322576,-0.11200004669510183,0.0,0.5,1.0,0.08823529411764705,0.0,0.0
1.0,0.4838709677419354,-0.3839400033540125,1.0,0.5,1.0,0.49019607843137253,0.0,0.0
1.0,0.30645161290322576,2.8001670841079163,0.0,1.0,1.0,0.4803921568627451,0.0,0.0
0.0,0.35483870967741926,-0.3082098888414045,1.0,0.10000000000000053,1.0,0.38235294117647056,0.0,0.0
0.0,0.4032258064516129,-0.4080359488807514,1.0,0.0,1.0,0.43137254901960786,0.0,0.0
1.0,0.22580645161290314,7.915392091641349,0.0,1.0,1.0,0.5490196078431373,0.0,0.0
0.0,0.4838709677419354,-0.33058469540194774,1.0,0.0,1.0,0.6568627450980392,0.0,0.0
0.0,0.29032258064516125,3.707207319293017,0.0,0.5,0.0,0.4803921568627451,0.0,0.0
0.0,0.35483870967741926,0.008479680938592766,1.0,0.10000000000000053,1.0,0.23529411764705882,0.0,0.0
0.0,0.19354838709677413,0.5936669294451093,0.0,0.5,1.0,0.4803921568627451,0.0,0.0
0.0,0.30645161290322576,3.4714112809242144,0.0,0.5,1.0,0.49019607843137253,0.0,0.0
0.0,0.3709677419354839,-0.32025786160477393,1.0,0.0,1.0,0.5490196078431373,0.0,0.0
1.0,0.4677419354838709,-0.3546806409286867,1.0,0.5,0.0,0.13725490196078433,0.0,0.0
1.0,0.4838709677419354,-0.38566114232020815,1.0,0.5,1.0,0.6568627450980392,0.0,0.0
0.0,0.5645161290322579,-0.3873822812864038,1.0,0.0,1.0,0.6764705882352942,0.0,0.0
1.0,0.4516129032258064,-0.3839400033540125,1.0,0.5,1.0,0.7254901960784313,0.0,0.0
0.0,0.30645161290322576,7.927440064404719,0.0,0.5,0.0,0.4803921568627451,0.0,0.0
0.0,0.4193548387096774,-0.40459367094836013,1.0,0.0,1.0,0.10784313725490197,0.0,0.0
0.0,0.35483870967741926,0.017085375769570952,1.0,0.10000000000000053,1.0,0.4117647058823529,0.0,0.0
0.0,0.29032258064516125,4.996340404973549,0.0,0.5,0.0,0.46078431372549017,0.0,0.0
0.0,0.4193548387096774,-0.41147822681314267,1.0,0.0,1.0,0.7941176470588235,0.0,0.0
1.0,0.16129032258064513,8.424849225635258,0.0,1.0,1.0,0.7254901960784313,0.0,0.0
0.0,0.4838709677419354,-0.3564017798948823,1.0,0.0,1.0,0.9411764705882353,0.0,0.0
0.0,0.4193548387096774,-0.09306751806694982,1.0,0.0,1.0,0.9019607843137255,0.0,0.0
0.0,0.35483870967741926,-0.41147822681314267,1.0,0.10000000000000053,1.0,0.7941176470588235,0.0,0.0
1.0,0.27419354838709675,9.423109826028728,0.0,1.0,1.0,0.7254901960784313,0.0,0.0
0.0,0.30645161290322576,6.016975811927562,0.0,0.5,1.0,0.7254901960784313,0.0,0.0
0.0,0.4516129032258064,-0.4166416437117296,1.0,0.0,1.0,0.10784313725490197,0.0,0.0
0.0,0.35483870967741926,-0.4166416437117296,1.0,0.10000000000000053,1.0,0.11764705882352941,0.0,0.0
1.0,0.30645161290322576,1.3337566849092333,0.0,1.0,1.0,0.9313725490196079,0.0,0.0
0.0,0.4032258064516129,0.8724914419688026,1.0,0.0,1.0,0.696078431372549,0.0,0.0
1.0,0.4838709677419354,-0.2686236926189048,1.0,0.5,1.0,0.12745098039215685,0.0,0.0
1.0,0.4677419354838709,-0.3650074747258605,1.0,0.5,1.0,0.696078431372549,0.0,0.0
0.0,0.29032258064516125,6.1563880681894085,0.0,0.5,0.0,0.13725490196078433,0.0,0.0
1.0,0.29032258064516125,-0.22903749639640517,0.0,1.0,1.0,0.3431372549019608,0.0,0.0
0.0,0.4354838709677419,-0.14470168705281894,1.0,0.0,1.0,0.7254901960784313,0.0,0.0
0.0,0.25806451612903225,1.3905542707936893,0.0,0.5,0.0,0.8529411764705882,0.0,0.0
1.0,0.29032258064516125,3.486901531619975,0.0,1.0,1.0,0.9019607843137255,0.0,0.0
0.0,0.29032258064516125,3.2390575204878034,0.0,0.5,1.0,0.696078431372549,0.0,0.0
1.0,0.25806451612903225,8.567703759829495,0.0,1.0,1.0,0.7254901960784313,0.0,0.0
0.0,0.29032258064516125,4.624574388275291,0.0,0.5,1.0,0.4803921568627451,0.0,0.0
0.0,0.29032258064516125,3.3371624415609547,0.0,0.5,1.0,0.9901960784313726,0.0,0.0
0.0,0.29032258064516125,1.4129290773542325,0.0,0.5,1.0,0.5490196078431373,0.0,0.0
0.0,0.4193548387096774,-0.3822188643878169,1.0,0.0,1.0,0.19607843137254902,0.0,0.0
0.0,0.3870967741935484,0.6470222373971741,1.0,0.0,1.0,0.49019607843137253,0.0,0.0
0.0,0.32258064516129026,4.371566960244532,0.0,0.40000000000000036,1.0,1.0,0.0,0.0
0.0,0.30645161290322576,5.843140776341802,0.0,0.5,1.0,0.49019607843137253,0.0,0.0
1.0,0.4516129032258064,-0.3701708916244474,1.0,0.5,1.0,0.7254901960784313,0.0,0.0
0.0,0.4838709677419354,-0.3667286136920561,1.0,0.0,1.0,0.8823529411764706,0.0,0.0
0.0,0.30645161290322576,7.01179413438864,0.0,0.5,1.0,0.9313725490196079,0.0,0.0
0.0,0.29032258064516125,3.705486180326821,0.0,0.5,1.0,0.2647058823529412,0.0,0.0
0.0,0.32258064516129026,5.407692617894306,0.0,0.40000000000000036,1.0,0.3137254901960784,0.0,0.0
1.0,0.4354838709677419,-0.0018471528585810573,1.0,0.6000000000000005,1.0,0.9705882352941176,0.0,0.0
0.0,0.30645161290322576,1.0463264775545618,0.0,0.5,1.0,0.3627450980392157,0.0,0.0
1.0,0.4354838709677419,-0.20149927293727496,1.0,0.6000000000000005,1.0,0.7254901960784313,0.0,0.0
1.0,0.4838709677419354,-0.40115139301596886,1.0,0.5,1.0,0.8725490196078431,0.0,0.0
1.0,0.4999999999999999,0.032575626465331686,1.0,0.5,1.0,0.6568627450980392,0.0,0.0
0.0,0.32258064516129026,3.1478371552794346,0.0,0.40000000000000036,1.0,0.0196078431372549,0.0,0.0
0.0,0.30645161290322576,5.57980651451387,0.0,0.5,1.0,0.6764705882352942,0.0,0.0
0.0,0.29032258064516125,7.626240745320483,0.0,0.5,0.0,0.6862745098039216,0.0,0.0
0.0,0.3709677419354839,-0.17396104947814478,1.0,0.0,1.0,0.5686274509803921,0.0,0.0
0.0,0.5322580645161289,-0.3013253329766219,1.0,0.0,1.0,0.27450980392156865,0.0,0.0
1.0,0.4838709677419354,-0.21354724570064443,1.0,0.5,1.0,0.5686274509803921,0.0,0.0
0.0,0.32258064516129026,0.7795499377942382,0.0,0.40000000000000036,1.0,0.3137254901960784,0.0,0.0
0.0,0.4677419354838709,-0.3977091150835776,1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.32258064516129026,3.037684261442914,0.0,1.0,1.0,0.9019607843137255,0.0,0.0
1.0,0.24193548387096764,5.1064932988100695,0.0,1.0,1.0,0.9019607843137255,0.0,0.0
1.0,0.4516129032258064,-0.30648874987520885,1.0,0.5,1.0,0.6568627450980392,0.0,0.0
1.0,0.24193548387096764,1.9499244348072713,0.0,1.0,0.0,0.7941176470588235,0.0,0.0
1.0,0.4516129032258064,-0.2875562212470568,1.0,0.5,1.0,0.39215686274509803,0.0,0.0
1.0,0.4999999999999999,-0.26173913675412225,1.0,0.5,1.0,0.3529411764705882,0.0,0.0
0.0,0.27419354838709675,1.0101825592644536,0.0,0.5,1.0,0.49019607843137253,0.0,0.0
1.0,0.4838709677419354,0.12035371374130918,1.0,0.5,1.0,0.6568627450980392,0.0,0.0
0.0,0.27419354838709675,2.2769408383844425,0.0,0.5,1.0,0.39215686274509803,0.0,0.0
1.0,0.4354838709677419,-0.2686236926189048,1.0,0.6000000000000005,1.0,0.049019607843137254,0.0,0.0
0.0,0.32258064516129026,5.576364236581479,0.0,0.40000000000000036,0.0,0.13725490196078433,0.0,0.0
0.0,0.30645161290322576,2.6848507733728084,0.0,0.5,0.0,0.5294117647058824,0.0,0.0
0.0,0.4838709677419354,0.003316264040005854,1.0,0.0,1.0,0.6176470588235294,0.0,0.0
0.0,0.24193548387096764,6.430049163814515,0.0,0.5,1.0,0.029411764705882353,0.0,0.0
0.0,0.22580645161290314,4.318211652292468,0.0,0.5,1.0,0.45098039215686275,0.0,0.0
1.0,0.25806451612903225,7.765653001582329,0.0,1.0,1.0,0.7254901960784313,0.0,0.0
0.0,0.30645161290322576,3.677947956867691,0.0,0.5,1.0,0.6666666666666666,0.0,0.0
1.0,0.5483870967741934,-0.1533073818837971,1.0,0.5,1.0,0.7843137254901961,0.0,0.0
1.0,0.4838709677419354,-0.18600902224151422,1.0,0.5,1.0,0.9313725490196079,0.0,0.0
1.0,0.4677419354838709,0.27181394276652526,1.0,0.5,1.0,0.7254901960784313,0.0,0.0
0.0,0.4354838709677419,-0.3822188643878169,1.0,0.0,0.0,0.4411764705882353,0.0,0.0
0.0,0.30645161290322576,1.1289411479319524,0.0,0.5,1.0,0.08823529411764705,0.0,0.0
0.0,0.4354838709677419,-0.2978830550442306,1.0,0.0,1.0,0.06862745098039216,0.0,0.0
0.0,0.4838709677419354,0.06355612785685315,1.0,0.0,1.0,0.8431372549019608,0.0,0.0
0.0,0.3870967741935484,3.340604719493346,0.0,0.0,1.0,0.23529411764705882,0.0,0.0
0.0,0.4516129032258064,-0.334026973334339,1.0,0.0,1.0,0.5294117647058824,0.0,0.0
1.0,0.4999999999999999,-0.19117243914010115,1.0,0.5,1.0,0.7941176470588235,0.0,0.0
1.0,0.4516129032258064,-0.2410854691597746,1.0,0.5,1.0,0.49019607843137253,0.0,0.0
0.0,0.24193548387096764,3.719255292056386,0.0,0.5,1.0,0.8137254901960784,0.0,0.0
0.0,0.3870967741935484,0.2993521662256554,1.0,0.0,0.0,0.5294117647058824,0.0,0.0
0.0,0.32258064516129026,5.185665691255069,0.0,0.40000000000000036,1.0,0.10784313725490197,0.0,1.0
1.0,0.27419354838709675,3.2614323270483467,0.0,1.0,1.0,0.7254901960784313,0.0,0.0
0.0,0.4193548387096774,-0.26690255365270915,1.0,0.0,1.0,0.9607843137254902,0.0,0.0
0.0,0.3870967741935484,-0.3753343085230343,1.0,0.0,1.0,0.16666666666666666,0.0,0.0
1.0,0.32258064516129026,1.7330609250666211,0.0,1.0,0.0,0.4803921568627451,0.0,0.0
0.0,0.27419354838709675,0.9809231968391277,0.0,0.5,1.0,0.3333333333333333,0.0,0.0
0.0,0.32258064516129026,1.1289411479319524,0.0,0.40000000000000036,1.0,0.3333333333333333,0.0,0.0
0.0,0.4354838709677419,-0.34951722403009977,1.0,0.0,0.0,0.13725490196078433,0.0,0.0
1.0,0.25806451612903225,7.803518058838633,0.0,1.0,1.0,0.39215686274509803,0.0,0.0
1.0,0.22580645161290314,0.10314232407935281,0.0,1.0,1.0,0.3333333333333333,0.0,0.0
0.0,0.4193548387096774,-0.37361316955683865,1.0,0.0,1.0,0.8431372549019608,0.0,0.0
0.0,0.4354838709677419,0.018806514735766586,1.0,0.0,1.0,0.38235294117647056,0.0,0.0
0.0,0.30645161290322576,1.994674047928358,0.0,0.5,1.0,0.6078431372549019,0.0,0.0
0.0,0.3709677419354839,-0.40459367094836013,1.0,0.0,1.0,0.38235294117647056,0.0,0.0
1.0,0.4354838709677419,-0.3873822812864038,1.0,0.6000000000000005,1.0,0.7254901960784313,0.0,0.0
0.0,0.4516129032258064,-0.2548545808893397,1.0,0.0,1.0,0.7254901960784313,0.0,0.0
1.0,0.30645161290322576,6.195974264411908,0.0,1.0,0.0,0.13725490196078433,0.0,0.0
0.0,0.22580645161290314,8.548771231201345,0.0,0.5,1.0,0.12745098039215685,0.0,0.0
0.0,0.4838709677419354,0.3114001389890249,1.0,0.0,1.0,0.37254901960784315,0.0,0.0
0.0,0.32258064516129026,6.548807752482014,0.0,0.40000000000000036,1.0,0.9019607843137255,0.0,0.0
0.0,0.3870967741935484,-0.3977091150835776,1.0,0.0,0.0,0.6862745098039216,0.0,0.0
1.0,0.25806451612903225,1.9017325437537935,0.0,1.0,0.0,0.5784313725490196,0.0,0.0
1.0,0.25806451612903225,6.414558913118754,0.0,1.0,1.0,0.7254901960784313,0.0,0.0
1.0,0.29032258064516125,5.0927241870805044,0.0,1.0,1.0,0.9019607843137255,0.0,0.0
1.0,0.4677419354838709,0.01192195887098404,1.0,0.5,1.0,0.8431372549019608,0.0,0.0
0.0,0.27419354838709675,3.1633274059751955,0.0,0.5,1.0,0.3333333333333333,0.0,0.0
